id;hour;date;month;datetime;timezone;source;destination;cab_type;product_id;name;price;distance 
1544747410816;0;14;12;'2018-12-14 00:30:10';America/New_York;'North Station';'Northeastern University';Lyft;lyft_plus;'Lyft XL';16.5;324
1543638777654;4;1;12;'2018-12-01 04:32:57';America/New_York;'North Station';Fenway;Uber;6d318bcc-22a3-4af6-bddd-b409bfce1546;'Black SUV';29.5;294
15434149877190000;14;28;11;'2018-11-28 14:23:07';America/New_York;'North Station';Fenway;Uber;9a0e7b09-b92b-4c41-9779-2ad22b4d779d;WAV;9.5;294
15437395768440000;8;2;12;'2018-12-02 08:32:56';America/New_York;'North Station';Fenway;Uber;6f72dfc5-27f1-42e8-84db-ccc7a75f6969;UberXL;15.0;294
15435238852980000;20;29;11;'2018-11-29 20:38:05';America/New_York;'North Station';Fenway;Uber;8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a;Taxi;?;294
1544789105468;12;14;12;'2018-12-14 12:05:05';America/New_York;'North Station';Fenway;Uber;55c66225-fbe7-4fd5-9072-eab1ece5e23e;UberX;9.5;294
154328600209;2;27;11;'2018-11-27 02:33:22';America/New_York;'North Station';Fenway;Uber;6c84fd89-3f11-4782-9b50-97c468b19529;Black;22.0;294
15448563101630000;6;15;12;'2018-12-15 06:45:10';America/New_York;'North Station';Fenway;Uber;997acbb5-e102-41e1-b155-9df7de0a73f2;UberPool;9.0;294
15434002273980000;10;28;11;'2018-11-28 10:17:07';America/New_York;'North Station';'South Station';Lyft;lyft_line;Shared;5.0;176
15449634140970000;12;16;12;'2018-12-16 12:30:14';America/New_York;'North Station';'South Station';Lyft;lyft;Lyft;9.0;176
15449208112870000;0;16;12;'2018-12-16 00:40:11';America/New_York;'North Station';'South Station';Lyft;lyft_premier;Lux;16.5;176
154488330932;14;15;12;'2018-12-15 14:15:09';America/New_York;'North Station';'South Station';Lyft;lyft_luxsuv;'Lux Black XL';26.0;176
1543312822029;10;27;11;'2018-11-27 10:00:22';America/New_York;'North Station';'South Station';Lyft;lyft_plus;'Lyft XL';13.5;176
15434212880;16;28;11;'2018-11-28 16:08:08';America/New_York;'North Station';'South Station';Lyft;lyft_lux;'Lux Black';19.5;176
1543666982457;12;1;12;'2018-12-01 12:23:02';America/New_York;'Haymarket Square';'West End';Lyft;lyft;Lyft;7.0;71
15432430905670000;14;26;11;'2018-11-26 14:38:10';America/New_York;'Haymarket Square';'West End';Lyft;lyft_plus;'Lyft XL';9.0;71
1543718284659;2;2;12;'2018-12-02 02:38:04';America/New_York;'Haymarket Square';'West End';Lyft;lyft_premier;Lux;10.5;71
15435145838080000;18;29;11;'2018-11-29 18:03:03';America/New_York;'Haymarket Square';'West End';Lyft;lyft_line;Shared;3.0;71
15438235774930000;7;3;12;'2018-12-03 07:52:57';America/New_York;'Haymarket Square';'Theatre District';Lyft;lyft_line;Shared;5.0;123
1543236069468;12;26;11;'2018-11-26 12:41:09';America/New_York;'Haymarket Square';'Theatre District';Lyft;lyft_premier;Lux;13.5;123
1543807082043;3;3;12;'2018-12-03 03:18:02';America/New_York;'Haymarket Square';'Theatre District';Lyft;lyft_plus;'Lyft XL';11.0;123
1543446220644;23;28;11;'2018-11-28 23:03:40';America/New_York;'Haymarket Square';'Theatre District';Lyft;lyft_luxsuv;'Lux Black XL';26.0;123
1543282941895;1;27;11;'2018-11-27 01:42:21';America/New_York;'Haymarket Square';'Theatre District';Lyft;lyft_lux;'Lux Black';16.5;123
1543852985839;16;3;12;'2018-12-03 16:03:05';America/New_York;'Haymarket Square';'Theatre District';Lyft;lyft;Lyft;7.0;123
15447318163180000;20;13;12;'2018-12-13 20:10:16';America/New_York;'North End';'West End';Uber;8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a;Taxi;?;116
15446886069830000;8;13;12;'2018-12-13 08:10:06';America/New_York;'North End';'West End';Uber;9a0e7b09-b92b-4c41-9779-2ad22b4d779d;WAV;9.5;116
1543445408141;22;28;11;'2018-11-28 22:50:08';America/New_York;'North End';'West End';Uber;6c84fd89-3f11-4782-9b50-97c468b19529;Black;16.5;116
1544859906968;7;15;12;'2018-12-15 07:45:06';America/New_York;'North End';'West End';Uber;997acbb5-e102-41e1-b155-9df7de0a73f2;UberPool;7.0;116
15433254222630000;13;27;11;'2018-11-27 13:30:22';America/New_York;'North End';'West End';Uber;55c66225-fbe7-4fd5-9072-eab1ece5e23e;UberX;9.5;116
1543428487883;18;28;11;'2018-11-28 18:08:07';America/New_York;'North End';'West End';Uber;6d318bcc-22a3-4af6-bddd-b409bfce1546;'Black SUV';27.5;116
1543474677639;6;29;11;'2018-11-29 06:57:57';America/New_York;'North End';'West End';Uber;6f72dfc5-27f1-42e8-84db-ccc7a75f6969;UberXL;13.0;116
1545130211033;10;18;12;'2018-12-18 10:50:11';America/New_York;'North End';'Beacon Hill';Uber;9a0e7b09-b92b-4c41-9779-2ad22b4d779d;WAV;9.5;267
1543286541956;2;27;11;'2018-11-27 02:42:21';America/New_York;'North End';'Beacon Hill';Uber;55c66225-fbe7-4fd5-9072-eab1ece5e23e;UberX;9.5;267
15435832836530000;13;30;11;'2018-11-30 13:08:03';America/New_York;'North End';'Beacon Hill';Uber;8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a;Taxi;?;267
15438319812970000;10;3;12;'2018-12-03 10:13:01';America/New_York;'Haymarket Square';'Beacon Hill';Lyft;lyft;Lyft;7.0;116
15438205825010000;7;3;12;'2018-12-03 07:03:02';America/New_York;'Haymarket Square';'Beacon Hill';Lyft;lyft_plus;'Lyft XL';13.5;116
1543603386099;18;30;11;'2018-11-30 18:43:06';America/New_York;'Haymarket Square';'Beacon Hill';Lyft;lyft_luxsuv;'Lux Black XL';26.0;116
1543786383705;21;2;12;'2018-12-02 21:33:03';America/New_York;'Haymarket Square';'Beacon Hill';Lyft;lyft_premier;Lux;13.5;116
1545036606996;8;17;12;'2018-12-17 08:50:06';America/New_York;'Haymarket Square';'Beacon Hill';Lyft;lyft_line;Shared;5.0;116
1543410387439;13;28;11;'2018-11-28 13:06:27';America/New_York;'Haymarket Square';'Beacon Hill';Lyft;lyft_lux;'Lux Black';16.5;116
1543784280319;20;2;12;'2018-12-02 20:58:00';America/New_York;'Boston University';'North Station';Uber;9a0e7b09-b92b-4c41-9779-2ad22b4d779d;WAV;9.5;339
154487910496;13;15;12;'2018-12-15 13:05:04';America/New_York;'Boston University';'North Station';Uber;55c66225-fbe7-4fd5-9072-eab1ece5e23e;UberX;9.5;339
1543478885039;8;29;11;'2018-11-29 08:08:05';America/New_York;'Boston University';'North Station';Uber;6f72dfc5-27f1-42e8-84db-ccc7a75f6969;UberXL;17.0;339
1543360883633;23;27;11;'2018-11-27 23:21:23';America/New_York;'Boston University';'North Station';Uber;997acbb5-e102-41e1-b155-9df7de0a73f2;UberPool;10.0;339
1545002712654;23;16;12;'2018-12-16 23:25:12';America/New_York;'Boston University';'North Station';Uber;6d318bcc-22a3-4af6-bddd-b409bfce1546;'Black SUV';34.0;339
154470301607;12;13;12;'2018-12-13 12:10:16';America/New_York;'Boston University';'North Station';Uber;6c84fd89-3f11-4782-9b50-97c468b19529;Black;26.0;339
1543775279908;18;2;12;'2018-12-02 18:27:59';America/New_York;'Boston University';'North Station';Uber;8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a;Taxi;?;339
1545081006772;21;17;12;'2018-12-17 21:10:06';America/New_York;'Boston University';'North Station';Uber;6f72dfc5-27f1-42e8-84db-ccc7a75f6969;UberXL;18.5;339
1543542780768;1;30;11;'2018-11-30 01:53:00';America/New_York;'Boston University';'North Station';Uber;997acbb5-e102-41e1-b155-9df7de0a73f2;UberPool;11.0;339
1543588980832;14;30;11;'2018-11-30 14:43:00';America/New_York;'Boston University';'North Station';Uber;55c66225-fbe7-4fd5-9072-eab1ece5e23e;UberX;11.0;339
15446847072410000;7;13;12;'2018-12-13 07:05:07';America/New_York;'Boston University';'North Station';Uber;8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a;Taxi;?;339
15448326052;0;15;12;'2018-12-15 00:10:05';America/New_York;'Boston University';'North Station';Uber;9a0e7b09-b92b-4c41-9779-2ad22b4d779d;WAV;11.0;339
15435325874130000;23;29;11;'2018-11-29 23:03:07';America/New_York;'Boston University';'North Station';Uber;6d318bcc-22a3-4af6-bddd-b409bfce1546;'Black SUV';36.0;339
1545036611905;8;17;12;'2018-12-17 08:50:11';America/New_York;'Boston University';'North Station';Uber;6c84fd89-3f11-4782-9b50-97c468b19529;Black;27.5;339
15435424760580000;1;30;11;'2018-11-30 01:47:56';America/New_York;Fenway;'West End';Lyft;lyft_lux;'Lux Black';22.5;282
1545134405195;12;18;12;'2018-12-18 12:00:05';America/New_York;Fenway;'West End';Lyft;lyft_plus;'Lyft XL';16.5;282
15433983747020000;9;28;11;'2018-11-28 09:46:14';America/New_York;Fenway;'West End';Lyft;lyft;Lyft;10.5;282
1543280961891;1;27;11;'2018-11-27 01:09:21';America/New_York;Fenway;'West End';Lyft;lyft_luxsuv;'Lux Black XL';32.5;282
1544982903563;17;16;12;'2018-12-16 17:55:03';America/New_York;Fenway;'West End';Lyft;lyft_premier;Lux;19.5;282
1544685910496;7;13;12;'2018-12-13 07:25:10';America/New_York;Fenway;'West End';Lyft;lyft_line;Shared;7.0;282
1544812509357;18;14;12;'2018-12-14 18:35:09';America/New_York;'South Station';'Back Bay';Uber;6c84fd89-3f11-4782-9b50-97c468b19529;Black;25.0;249
1544952912418;9;16;12;'2018-12-16 09:35:12';America/New_York;'South Station';'Back Bay';Uber;55c66225-fbe7-4fd5-9072-eab1ece5e23e;UberX;12.0;249
1545102903559;3;18;12;'2018-12-18 03:15:03';America/New_York;'South Station';'Back Bay';Uber;9a0e7b09-b92b-4c41-9779-2ad22b4d779d;WAV;12.0;249
1543440907964;21;28;11;'2018-11-28 21:35:07';America/New_York;'South Station';'Back Bay';Uber;6f72dfc5-27f1-42e8-84db-ccc7a75f6969;UberXL;18.5;249
1543443967576;22;28;11;'2018-11-28 22:26:07';America/New_York;'South Station';'Back Bay';Uber;8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a;Taxi;?;249
1543321642195;12;27;11;'2018-11-27 12:27:22';America/New_York;'South Station';'Back Bay';Uber;6d318bcc-22a3-4af6-bddd-b409bfce1546;'Black SUV';32.5;249
15438601761;18;3;12;'2018-12-03 18:02:56';America/New_York;'South Station';'Back Bay';Uber;997acbb5-e102-41e1-b155-9df7de0a73f2;UberPool;11.0;249
1543658284716;9;1;12;'2018-12-01 09:58:04';America/New_York;Fenway;'North Station';Uber;6c84fd89-3f11-4782-9b50-97c468b19529;Black;27.0;307
1543458860117;2;29;11;'2018-11-29 02:34:20';America/New_York;Fenway;'North Station';Uber;55c66225-fbe7-4fd5-9072-eab1ece5e23e;UberX;12.0;307
15438241762710000;8;3;12;'2018-12-03 08:02:56';America/New_York;Fenway;'North Station';Uber;6f72dfc5-27f1-42e8-84db-ccc7a75f6969;UberXL;18.5;307
1543336943649;16;27;11;'2018-11-27 16:42:23';America/New_York;Fenway;'North Station';Uber;8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a;Taxi;?;307
1543883878694;0;4;12;'2018-12-04 00:37:58';America/New_York;Fenway;'North Station';Uber;9a0e7b09-b92b-4c41-9779-2ad22b4d779d;WAV;12.0;307
15451260080480000;9;18;12;'2018-12-18 09:40:08';America/New_York;Fenway;'North Station';Uber;997acbb5-e102-41e1-b155-9df7de0a73f2;UberPool;8.5;307
1544841003919;2;15;12;'2018-12-15 02:30:03';America/New_York;Fenway;'North Station';Uber;6d318bcc-22a3-4af6-bddd-b409bfce1546;'Black SUV';35.0;307
1543243809625;14;26;11;'2018-11-26 14:50:09';America/New_York;'Theatre District';'North End';Uber;9a0e7b09-b92b-4c41-9779-2ad22b4d779d;WAV;8.0;157
1544711408474;14;13;12;'2018-12-13 14:30:08';America/New_York;'Theatre District';'North End';Uber;8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a;Taxi;?;157
15444096627980000;2;10;12;'2018-12-10 02:41:02';America/New_York;'Theatre District';'North End';Uber;6f72dfc5-27f1-42e8-84db-ccc7a75f6969;UberXL;13.0;157
1543734183117;7;2;12;'2018-12-02 07:03:03';America/New_York;'Theatre District';'North End';Uber;997acbb5-e102-41e1-b155-9df7de0a73f2;UberPool;8.0;157
1543873079177;21;3;12;'2018-12-03 21:37:59';America/New_York;'Theatre District';'North End';Uber;6d318bcc-22a3-4af6-bddd-b409bfce1546;'Black SUV';27.0;157
15438052782710000;2;3;12;'2018-12-03 02:47:58';America/New_York;'Theatre District';'North End';Uber;6c84fd89-3f11-4782-9b50-97c468b19529;Black;17.0;157
1544682006887;6;13;12;'2018-12-13 06:20:06';America/New_York;'Theatre District';'North End';Uber;55c66225-fbe7-4fd5-9072-eab1ece5e23e;UberX;8.0;157
1543777077631;18;2;12;'2018-12-02 18:57:57';America/New_York;'West End';'Northeastern University';Uber;997acbb5-e102-41e1-b155-9df7de0a73f2;UberPool;13.5;32
15447303117630000;19;13;12;'2018-12-13 19:45:11';America/New_York;'West End';'Northeastern University';Uber;6c84fd89-3f11-4782-9b50-97c468b19529;Black;23.5;32
1543655883575;9;1;12;'2018-12-01 09:18:03';America/New_York;'West End';'Northeastern University';Uber;9a0e7b09-b92b-4c41-9779-2ad22b4d779d;WAV;14.0;32
1543508885573;16;29;11;'2018-11-29 16:28:05';America/New_York;'West End';'Northeastern University';Uber;6d318bcc-22a3-4af6-bddd-b409bfce1546;'Black SUV';34.0;32
1543437308356;20;28;11;'2018-11-28 20:35:08';America/New_York;'West End';'Northeastern University';Uber;6f72dfc5-27f1-42e8-84db-ccc7a75f6969;UberXL;26.5;32
15450342110030000;8;17;12;'2018-12-17 08:10:11';America/New_York;'West End';'Northeastern University';Uber;55c66225-fbe7-4fd5-9072-eab1ece5e23e;UberX;14.0;32
1543281863593;1;27;11;'2018-11-27 01:24:23';America/New_York;'West End';'Northeastern University';Uber;8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a;Taxi;?;32
1544975706996;15;16;12;'2018-12-16 15:55:06';America/New_York;'North End';'Back Bay';Uber;6c84fd89-3f11-4782-9b50-97c468b19529;Black;26.5;361
1543796886448;0;3;12;'2018-12-03 00:28:06';America/New_York;'North End';'Back Bay';Uber;55c66225-fbe7-4fd5-9072-eab1ece5e23e;UberX;12.0;361
15434058863960000;11;28;11;'2018-11-28 11:51:26';America/New_York;'North End';'Back Bay';Uber;997acbb5-e102-41e1-b155-9df7de0a73f2;UberPool;11.0;361
1543411388309;13;28;11;'2018-11-28 13:23:08';America/New_York;'North End';'Back Bay';Uber;6f72dfc5-27f1-42e8-84db-ccc7a75f6969;UberXL;19.5;361
154366458272;11;1;12;'2018-12-01 11:43:02';America/New_York;'North End';'Back Bay';Uber;9a0e7b09-b92b-4c41-9779-2ad22b4d779d;WAV;12.0;361
1543318763658;11;27;11;'2018-11-27 11:39:23';America/New_York;'North End';'Back Bay';Uber;6d318bcc-22a3-4af6-bddd-b409bfce1546;'Black SUV';38.5;361
15434171480570000;14;28;11;'2018-11-28 14:59:08';America/New_York;'North End';'Back Bay';Uber;8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a;Taxi;?;361
1543849385018;15;3;12;'2018-12-03 15:03:05';America/New_York;'North Station';Fenway;Uber;6c84fd89-3f11-4782-9b50-97c468b19529;Black;23.0;305
15433662821720000;0;28;11;'2018-11-28 00:51:22';America/New_York;'North Station';Fenway;Uber;6d318bcc-22a3-4af6-bddd-b409bfce1546;'Black SUV';30.5;305
1543423987919;16;28;11;'2018-11-28 16:53:07';America/New_York;'North Station';Fenway;Uber;55c66225-fbe7-4fd5-9072-eab1ece5e23e;UberX;10.5;305
1543668183159;12;1;12;'2018-12-01 12:43:03';America/New_York;'North Station';Fenway;Uber;9a0e7b09-b92b-4c41-9779-2ad22b4d779d;WAV;10.5;305
154369158008;19;1;12;'2018-12-01 19:13:00';America/New_York;'North Station';Fenway;Uber;8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a;Taxi;?;305
1545156008342;18;18;12;'2018-12-18 18:00:08';America/New_York;'North Station';Fenway;Uber;6f72dfc5-27f1-42e8-84db-ccc7a75f6969;UberXL;17.5;305
1543233909659;12;26;11;'2018-11-26 12:05:09';America/New_York;'North Station';Fenway;Uber;997acbb5-e102-41e1-b155-9df7de0a73f2;UberPool;10.0;305
1543443221881;22;28;11;'2018-11-28 22:13:41';America/New_York;'Theatre District';'Haymarket Square';Lyft;lyft_lux;'Lux Black';22.5;175
15437959806460000;0;3;12;'2018-12-03 00:13:00';America/New_York;'Theatre District';'Haymarket Square';Lyft;lyft_line;Shared;7.0;175
154348788281;10;29;11;'2018-11-29 10:38:02';America/New_York;'Theatre District';'Haymarket Square';Lyft;lyft_plus;'Lyft XL';13.5;175
1543783081168;20;2;12;'2018-12-02 20:38:01';America/New_York;'Theatre District';'Haymarket Square';Lyft;lyft_premier;Lux;16.5;175
15447837037710000;10;14;12;'2018-12-14 10:35:03';America/New_York;'Theatre District';'Haymarket Square';Lyft;lyft_luxsuv;'Lux Black XL';27.5;175
15450780160010000;20;17;12;'2018-12-17 20:20:16';America/New_York;'Theatre District';'Haymarket Square';Lyft;lyft;Lyft;9.0;175
15448989101120000;18;15;12;'2018-12-15 18:35:10';America/New_York;'Beacon Hill';Fenway;Lyft;lyft;Lyft;9.0;236
1543444719063;22;28;11;'2018-11-28 22:38:39';America/New_York;'Beacon Hill';Fenway;Lyft;lyft_luxsuv;'Lux Black XL';30.0;236
1543428849389;18;28;11;'2018-11-28 18:14:09';America/New_York;'Beacon Hill';Fenway;Lyft;lyft_premier;Lux;16.5;236
1543236429575;12;26;11;'2018-11-26 12:47:09';America/New_York;'Beacon Hill';Fenway;Lyft;lyft_plus;'Lyft XL';13.5;236
154478430361;10;14;12;'2018-12-14 10:45:03';America/New_York;'Beacon Hill';Fenway;Lyft;lyft_lux;'Lux Black';22.5;236
15432466902530000;15;26;11;'2018-11-26 15:38:10';America/New_York;'Beacon Hill';Fenway;Lyft;lyft_line;Shared;7.0;236
15451146138080000;6;18;12;'2018-12-18 06:30:13';America/New_York;'Back Bay';'North End';Uber;6f72dfc5-27f1-42e8-84db-ccc7a75f6969;UberXL;14.0;232
154363787776;4;1;12;'2018-12-01 04:17:57';America/New_York;'Back Bay';'North End';Uber;6c84fd89-3f11-4782-9b50-97c468b19529;Black;20.5;232
1545134109377;11;18;12;'2018-12-18 11:55:09';America/New_York;'Back Bay';'North End';Uber;9a0e7b09-b92b-4c41-9779-2ad22b4d779d;WAV;9.5;232
15450726106620000;18;17;12;'2018-12-17 18:50:10';America/New_York;'Back Bay';'North End';Uber;55c66225-fbe7-4fd5-9072-eab1ece5e23e;UberX;9.5;232
1544879109323;13;15;12;'2018-12-15 13:05:09';America/New_York;'Back Bay';'North End';Uber;997acbb5-e102-41e1-b155-9df7de0a73f2;UberPool;8.5;232
1545046211951;11;17;12;'2018-12-17 11:30:11';America/New_York;'Back Bay';'North End';Uber;8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a;Taxi;?;232
15433209223860000;12;27;11;'2018-11-27 12:15:22';America/New_York;'North Station';'North End';Lyft;lyft_premier;Lux;13.5;102
15432753746920000;23;26;11;'2018-11-26 23:36:14';America/New_York;'North Station';'North End';Lyft;lyft_luxsuv;'Lux Black XL';26.0;102
1544678403606;5;13;12;'2018-12-13 05:20:03';America/New_York;'North Station';'North End';Lyft;lyft_lux;'Lux Black';16.5;102
1544972111793;14;16;12;'2018-12-16 14:55:11';America/New_York;'North Station';'North End';Lyft;lyft_plus;'Lyft XL';11.0;102
15447018092880000;11;13;12;'2018-12-13 11:50:09';America/New_York;'Financial District';'Haymarket Square';Lyft;lyft_lux;'Lux Black';16.5;117
1544853606131;6;15;12;'2018-12-15 06:00:06';America/New_York;'Financial District';'Haymarket Square';Lyft;lyft_premier;Lux;13.5;117
154343514768;19;28;11;'2018-11-28 19:59:07';America/New_York;'Financial District';'Haymarket Square';Lyft;lyft_line;Shared;5.0;117
1544968503617;13;16;12;'2018-12-16 13:55:03';America/New_York;'Financial District';'Haymarket Square';Lyft;lyft_luxsuv;'Lux Black XL';27.5;117
15435844772780000;13;30;11;'2018-11-30 13:27:57';America/New_York;'Financial District';'Haymarket Square';Lyft;lyft;Lyft;7.0;117
1543286722302;2;27;11;'2018-11-27 02:45:22';America/New_York;'Financial District';'Haymarket Square';Lyft;lyft_plus;'Lyft XL';10.5;117
1543434068391;19;28;11;'2018-11-28 19:41:08';America/New_York;Fenway;'Financial District';Uber;997acbb5-e102-41e1-b155-9df7de0a73f2;UberPool;11.0;443
15433272222880000;14;27;11;'2018-11-27 14:00:22';America/New_York;Fenway;'Financial District';Uber;8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a;Taxi;?;443
15438928760870000;3;4;12;'2018-12-04 03:07:56';America/New_York;Fenway;'Financial District';Uber;6d318bcc-22a3-4af6-bddd-b409bfce1546;'Black SUV';36.5;443
15433261425410000;13;27;11;'2018-11-27 13:42:22';America/New_York;Fenway;'Financial District';Uber;6f72dfc5-27f1-42e8-84db-ccc7a75f6969;UberXL;20.5;443
1543210587826;5;26;11;'2018-11-26 05:36:27';America/New_York;Fenway;'Financial District';Uber;55c66225-fbe7-4fd5-9072-eab1ece5e23e;UberX;12.5;443
1543457648155;2;29;11;'2018-11-29 02:14:08';America/New_York;Fenway;'Financial District';Uber;9a0e7b09-b92b-4c41-9779-2ad22b4d779d;WAV;12.5;443
1543513683004;17;29;11;'2018-11-29 17:48:03';America/New_York;Fenway;'Financial District';Uber;6c84fd89-3f11-4782-9b50-97c468b19529;Black;27.0;443
15432711705030000;22;26;11;'2018-11-26 22:26:10';America/New_York;'Back Bay';Fenway;Lyft;lyft;Lyft;7.0;14
1543323623851;13;27;11;'2018-11-27 13:00:23';America/New_York;'Back Bay';Fenway;Lyft;lyft_line;Shared;3.0;14
1543752483283;12;2;12;'2018-12-02 12:08:03';America/New_York;'Back Bay';Fenway;Lyft;lyft_premier;Lux;13.5;14
1544919913115;0;16;12;'2018-12-16 00:25:13';America/New_York;'Back Bay';Fenway;Lyft;lyft_lux;'Lux Black';16.5;14
